standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_F06523,CAGL0F06941g,3543,0.3675,258.41447044077086,YGL062W,PYC1,NA,"Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication",2-to-2,Anc_6.115,3,"1,2,4"
GWK60_L12683,CAGL0L08668g,1095,0.16999999999999998,257.73876464278476,YPL015C,HST2,NA,Cytoplasmic NAD(+)-dependent protein deacetylase; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export,1-to-1,Anc_8.074,3,"1,3,4"
GWK60_F08305,CAGL0F08789g,1170,0.3925,256.8504962578686,YGR012W,NA,NA,Putative cysteine synthase; localized to the mitochondrial outer membrane,1-to-1,Anc_4.148,3,"1,2,3"
GWK60_A04345,CAGL0A04455g,3297,0.775,255.27264639503682,YBL066C,SEF1,NA,Putative transcription factor; has homolog in Kluyveromyces lactis,1-to-1,Anc_7.389,3,"1,2,3"
GWK60_M09713,CAGL0M09757g,1062,0.10250000000000001,254.22225631585508,YLR287C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR287C is not an essential gene,1-to-1,Anc_6.082,4,"1,2,3,4"
GWK60_H07755,CAGL0H07777g,3066,0.57,254.1414945553457,YGL241W,KAP114,NA,"Karyopherin, responsible for nuclear import of specific proteins; cargoes include Spt15p, Sua7p, histones H2A and H2B, and Nap1p; amino terminus shows similarity to those of other importins, particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress",1-to-1,Anc_3.564,3,"1,3,4"
GWK60_D06501,CAGL0D06314g,3039,0.635,253.7441369909954,YGL049C,TIF4632,NA,"Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); TIF4632 has a paralog, TIF4631, that arose from the whole genome duplication",2-to-2,Anc_4.056,3,"1,2,3"
GWK60_K04433,CAGL0K04565g,1863,0.815,253.3689716092918,YGR065C,VHT1,inviable,High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin,1-to-1,Anc_4.212,3,"2,3,4"
GWK60_L06611,CAGL0L08536g,222,0.27999999999999997,253.17188654493594,NA,NA,NA,NA,1-to-0,NA,3,"2,3,4"
GWK60_D05863,CAGL0D05676g,1962,0.49,253.0533424739948,YLL007C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL007C is not an essential gene,1-to-1,Anc_5.209,4,"1,2,3,4"
GWK60_B00847,CAGL0B01012g,1872,0.5025000000000001,252.84584098705292,YCL025C,AGP1,NA,"Low-affinity amino acid permease with broad substrate range; involved in uptake of asparagine, glutamine, and other amino acids; expression regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p); AGP1 has a paralog, GNP1, that arose from the whole genome duplication",2-to-2,Anc_1.050,3,"2,3,4"
GWK60_K08107,CAGL0K08294g,12126,0.88,252.67968631815924,YKR054C,DYN1,NA,"Cytoplasmic heavy chain dynein; microtubule motor protein, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p",1-to-1,Anc_1.216,3,"2,3,4"
GWK60_J05819,CAGL0J06028g,1515,0.35,252.62325071474297,YNL142W,MEP2,NA,Ammonium permease involved in regulation of pseudohyphal growth; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation,1-to-1,Anc_2.099,3,"1,2,3"
GWK60_D00561,CAGL0D00462g,2139,0.905,252.12823094616638,YKL185W,ASH1,NA,"Component of the Rpd3L histone deacetylase complex; zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate",1-to-1,Anc_4.283,4,"1,2,3,4"
GWK60_F01133,CAGL0F01331g,2172,0.6475,251.84217029267748,YOR017W,PET127,NA,Protein with a role in 5'-end processing of mitochondrial RNAs; located in the mitochondrial membrane,1-to-1,Anc_7.111,3,"2,3,4"
GWK60_M01661,CAGL0M01760g,4500,0.5325,251.17592780461896,YOR153W,PDR5,NA,"Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter actively regulated by Pdr1p; also involved in steroid transport, cation resistance, and cellular detoxification during exponential growth; PDR5 has a paralog, PDR15, that arose from the whole genome duplication",2-to-2,Anc_5.500,3,"2,3,4"
GWK60_K03135,CAGL0K03289g,894,0.5775,250.70529140296247,YMR099C,NA,NA,Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS,1-to-1,Anc_2.456,3,"1,2,3"
GWK60_M01155,CAGL0M01254g,1797,0.5875,250.63007405880626,NA,NA,NA,NA,2-to-1,Anc_5.379,4,"1,2,3,4"
GWK60_D05247,CAGL0D05060g,1533,0.3075,249.42376938089006,YGR123C,PPT1,NA,Protein serine/threonine phosphatase; regulates Hsp90 chaperone by affecting its ATPase and cochaperone binding activities; has similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during logarithmic growth,1-to-1,Anc_3.481,3,"1,2,3"
GWK60_D06699,CAGL0D06512g,3927,0.75,249.30041693050026,NA,NA,NA,NA,2-to-1,Anc_4.045,3,"1,2,3"
GWK60_G00297,CAGL0G00396g,813,0.59,248.97399704432502,YGR275W,RTT102,NA,Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition; protein abundance increases in response to DNA replication stress,1-to-1,Anc_5.024,3,"2,3,4"
GWK60_I00539,CAGL0L01001g,2412,0.605,248.80488184627103,YIL038C,NOT3,NA,Subunit of CCR4-NOT global transcriptional regulator; involved intranscription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not3p and Not5p is mutated in cancers,1-to-1,Anc_7.214,4,"1,2,3,4"
GWK60_E04895,CAGL0E05214g,1041,0.245,248.6266110990834,NA,NA,NA,NA,1-to-0,NA,3,"1,2,4"
GWK60_M10703,CAGL0M10747g,1299,0.405,248.6134803601096,YNR029C,NA,NA,Putative protein of unknown function; deletion confers reduced fitness in saline,1-to-1,Anc_6.337,3,"2,3,4"
GWK60_F02673,CAGL0F02959g,1908,0.43,247.0847711390812,YDR419W,RAD30,NA,DNA polymerase eta; involved in translesion synthesis during post-replication repair; catalyzes the synthesis of DNA opposite cyclobutane pyrimidine dimers and other lesions; may also have a role in protection against mitochondrial mutagenesis; mutations in human pol eta are responsible for XPV,1-to-1,Anc_5.523,3,"2,3,4"
GWK60_M01595,CAGL0M01694g,2835,0.45,246.93064670925142,YBR084W,MIS1,NA,"Mitochondrial C1-tetrahydrofolate synthase; involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase",1-to-1,Anc_3.311,3,"1,2,3"
GWK60_L13343,CAGL0L09339g,2634,0.6825,246.8499639665587,YPR008W,HAA1,NA,"Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2, YRO2, and other genes encoding membrane stress proteins; HAA1 has a paralog, CUP2, that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress",2-to-2,Anc_8.106,4,"1,2,3,4"
GWK60_H03201,CAGL0H03399g,1671,0.3275,245.7549525640958,YGL077C,HNM1,NA,"Plasma membrane transporter for choline, ethanolamine, and carnitine; involved in the uptake of nitrogen mustard and the uptake of glycine betaine during hypersaline stress; co-regulated with phospholipid biosynthetic genes and negatively regulated by choline and myo-inositol",1-to-1,Anc_6.205,4,"1,2,3,4"
GWK60_F02255,CAGL0F02519g,2499,0.445,245.341052209264,YJL206C,NA,NA,"Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated, peaking in S phase; induced rapidly upon MMS treatment",1-to-1,Anc_1.128,3,"1,3,4"
GWK60_E02629,CAGL0E02849g,2148,0.44,245.20012837779825,YBL011W,SCT1,NA,Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed,1-to-1,Anc_4.096,3,"2,3,4"
GWK60_I04697,CAGL0I09196g,1842,0.505,244.34489600002144,YBR259W,NA,NA,Protein of unknown function; YBR259W is not an essential gene; forms cytoplasmic foci upon DNA replication stress,1-to-1,Anc_1.344,3,"1,2,4"
GWK60_C01375,CAGL0C01771g,1458,0.4875,244.21926568181058,YBR241C,NA,NA,"Putative transporter, member of the sugar porter family; green fluorescent protein (GFP)-fusion protein localizes to the vacuolar membrane; YBR241C is not an essential gene; YBR241C has a paralog, VPS73, that arose from the whole genome duplication",1-to-2,Anc_6.155,4,"1,2,3,4"
GWK60_M11231,CAGL0M11308g,4359,0.485,244.10458644020616,YOR291W,YPK9,NA,"Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9), mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome",1-to-1,Anc_8.758,3,"1,2,4"
GWK60_F03179,CAGL0F03465g,2799,0.4825,243.97830286415015,YMR275C,BUL1,NA,"Ubiquitin-binding component of the Rsp5p E3-ubiquitin ligase complex; disruption causes temperature-sensitive growth, overexpression causes missorting of amino acid permeases; BUL1 has a paralog, BUL2, that arose from the whole genome duplication",2-to-2,Anc_8.834,3,"2,3,4"
GWK60_K01573,CAGL0K01727g,1500,0.5499999999999999,243.75617180818267,YDL020C,RPN4,NA,Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses; relative distribution to the nucleus increases upon DNA replication stress,1-to-1,Anc_3.173,4,"1,2,3,4"
GWK60_E02673,CAGL0E02893g,2793,0.915,243.74790194316617,YBL014C,RRN6,inviable,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",1-to-1,Anc_4.091,3,"1,2,3"
GWK60_K03267,CAGL0K03421g,1707,0.33,243.72936885889087,YMR105C,PGM2,NA,"Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog, PGM1, that arose from the whole genome duplication",2-to-2,Anc_2.445,3,"1,2,3"
GWK60_D04741,CAGL0D04576g,1248,0.7050000000000001,243.11949297729439,YPR118W,MRI1,NA,5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway,1-to-1,Anc_3.451,3,"1,2,4"
GWK60_B03817,CAGL0B03949g,1899,0.665,242.79310764289545,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L04301,CAGL0I04554g,720,0.69,242.46957717103012,YBR014C,GRX7,NA,"Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; GRX7 has a paralog, GRX6, that arose from the whole genome duplication",1-to-2,Anc_3.189,3,"1,2,3"
GWK60_J06875,CAGL0J07040g,3738,0.7949999999999999,242.12423435815103,YPL110C,GDE1,NA,"Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate, for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes",1-to-1,Anc_8.599,4,"1,2,3,4"
GWK60_J06017,CAGL0J06204g,816,0.59,241.7165058497993,YNL168C,FMP41,NA,"Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1-to-1,Anc_2.085,3,"2,3,4"
GWK60_J06897,CAGL0J07062g,966,0.6275,240.93311673869445,YPL111W,CAR1,NA,"Arginase; responsible for arginine degradation, expression responds to both induction by arginine and nitrogen catabolite repression; disruption enhances freeze tolerance",1-to-1,Anc_8.600,3,"1,3,4"
GWK60_F02497,CAGL0F02783g,2520,0.39749999999999996,240.61910344905536,YDR409W,SIZ1,NA,"SUMO/Smt3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to proteins; binds Ubc9p and may bind septins; specifically required for sumoylation of septins in vivo; localized to the septin ring; SIZ1 has a paralog, NFI1, that arose from the whole genome duplication",2-to-2,Anc_5.509,3,"2,3,4"
GWK60_B00605,CAGL0B00770g,1626,0.575,240.42705359088345,YCL038C,ATG22,NA,Vacuolar integral membrane protein required for efflux of amino acids; required for efflux of amino acids during autophagic body breakdown in the vacuole; null mutation causes a gradual loss of viability during starvation,1-to-1,Anc_1.035,3,"1,3,4"
GWK60_F03047,CAGL0F03311g,3138,0.9025,239.03192662835775,YHR082C,KSP1,NA,"Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress",1-to-1,Anc_5.376,3,"1,3,4"
GWK60_I02651,CAGL0I07161g,2514,0.5225,238.4656384851748,YOR141C,ARP8,NA,Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; has mRNA binding activity,1-to-1,Anc_5.477,3,"2,3,4"
GWK60_H06523,CAGL0H06611g,3849,0.725,238.11066346854633,YIL151C,ESL1,NA,"Protein of unknown function; predicted to contain a PINc domain; ESL1 has a paralog, ESL2, that arose from the whole genome duplication",2-to-2,Anc_5.706,3,"1,3,4"
GWK60_G01837,CAGL0G01969g,1617,0.5925,237.8257802129196,YKR072C,SIS2,NA,"Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p, Sis2p, Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p); SIS2 has a paralog, VHS3, that arose from the whole genome duplication",2-to-2,Anc_5.655,4,"1,2,3,4"
GWK60_M09625,CAGL0M09669g,2142,0.47250000000000003,236.9515767518448,YMR154C,RIM13,NA,Calpain-like cysteine protease; involved in proteolytic activation of Rim101p in response to alkaline pH; localizes to punctate structures in alkaline conditions and in vps4 mutant; has similarity to A. nidulans palB,1-to-1,Anc_2.367,3,"1,2,3"
GWK60_M05379,CAGL0M05445g,2799,0.62,236.40427935390144,YBR203W,COS111,NA,"Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1-to-1,Anc_8.526,4,"1,2,3,4"
GWK60_L16423,CAGL0L12452g,2682,0.3725,235.8914839581199,YPL032C,SVL3,NA,"Protein of unknown function; mutant phenotype suggests a potential role in vacuolar function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; relocalizes from bud neck to cytoplasm upon DNA replication stress; SVL3 has a paralog, PAM1, that arose from the whole genome duplication",2-to-2,Anc_8.484,4,"1,2,3,4"
GWK60_C01639,CAGL0C02035g,1452,0.43,235.31897933208654,YFR044C,DUG1,NA,Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p),1-to-1,Anc_3.555,3,"2,3,4"
GWK60_G09339,CAGL0G09625g,408,0.32,234.806573425698,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L00693,CAGL0I00880g,2211,0.7525,234.75229985899122,YMR137C,PSO2,NA,Nuclease required for DNA single- and double-strand break repair; acts at a post-incision step in repair of breaks that result from interstrand cross-links produced by a variety of mono- and bi-functional psoralen derivatives; induced by UV-irradiation; forms nuclear foci upon DNA replication stress,1-to-1,Anc_2.394,4,"1,2,3,4"
GWK60_D03619,CAGL0D03454g,1107,0.215,234.54046062530887,YGR173W,RBG2,NA,Protein with a role in translation; forms a complex with Gir2p; has similarity to mammalian developmentally regulated GTP-binding protein,1-to-1,Anc_5.178,3,"2,3,4"
GWK60_M10241,CAGL0M10263g,453,0.4975,233.3501231029591,NA,NA,NA,NA,1-to-0,NA,3,"1,2,4"
GWK60_F08635,CAGL0F09141g,210,0.055,233.28283713599237,NA,NA,NA,NA,1-to-0,NA,3,"1,3,4"
GWK60_K00209,CAGL0K00363g,3684,0.5700000000000001,232.7781663116547,YKL209C,STE6,NA,"Plasma membrane ATP-binding cassette (ABC) transporter; required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells",1-to-1,Anc_1.527,4,"1,2,3,4"
GWK60_J07337,CAGL0J07502g,1299,0.18,231.8895590299821,YNL234W,NA,NA,Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1,1-to-1,Anc_2.009,4,"1,2,3,4"
GWK60_B02475,CAGL0B02629g,2478,0.5625,231.72136209969193,YDR251W,PAM1,NA,"Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A, inhibits growth, and induces a filamentous phenotype; PAM1 has a paralog, SVL3, that arose from the whole genome duplication",2-to-2,Anc_8.484,3,"1,2,3"
GWK60_D00693,CAGL0D00594g,1017,0.2225,231.0660229114647,YDL076C,RXT3,NA,Component of the Rpd3L histone deacetylase complex; involved in histone deacetylation; protein abundance increases in response to DNA replication stress,1-to-1,Anc_4.271,3,"1,2,3"
GWK60_D00869,CAGL0D00770g,1272,0.3025,230.51577583303848,YDL066W,IDP1,NA,Mitochondrial NADP-specific isocitrate dehydrogenase; catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes,1-to-1,Anc_4.254,3,"2,3,4"
GWK60_L14619,CAGL0L10648g,1431,0.3775,229.94610380004835,YMR199W,CLN1,NA,"G1 cyclin involved in regulation of the cell cycle; activates Cdc28p kinase to promote the G1 to S phase transition; late G1 specific expression depends on transcription factor complexes, MBF (Swi6p-Mbp1p) and SBF (Swi6p-Swi4p); CLN1 has a paralog, CLN2, that arose from the whole genome duplication",2-to-2,Anc_6.293,3,"1,2,3"
GWK60_L16555,CAGL0L12628g,612,0.71,229.5935843053331,YPL041C,NA,NA,Protein of unknown function involved in maintenance of telomere length,1-to-1,Anc_8.489,3,"1,2,4"
GWK60_L07535,CAGL0L07700g,1707,0.3775,229.3455686332544,YCR014C,POL4,NA,DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta,1-to-1,Anc_1.429,4,"1,2,3,4"
GWK60_E02343,CAGL0E02541g,1029,0.43,228.91928374814773,YOL001W,PHO80,NA,"Cyclin; interacts with cyclin-dependent kinase Pho85p; regulates the response to nutrient levels and environmental conditions, including the response to phosphate limitation and stress-dependent calcium signaling",1-to-1,Anc_6.026,3,"1,3,4"
GWK60_E04851,CAGL0E05148g,3246,0.52,228.8169544214641,YGL156W,AMS1,NA,Vacuolar alpha mannosidase; involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathway,1-to-1,Anc_2.311,4,"1,2,3,4"
GWK60_L07997,CAGL0L07216g,2577,0.59,228.33931960803196,YDL095W,PMT1,NA,"Protein O-mannosyltransferase of the ER membrane; transfers mannose from dolichyl phosphate-D-mannose to protein serine and threonine residues; 1 of 7 related proteins involved in O-glycosylation which is essential for cell wall rigidity; involved in ER quality control; amino terminus faces cytoplasm, carboxyl terminus faces ER lumen",1-to-1,Anc_2.362,3,"1,3,4"
GWK60_M08217,CAGL0M08272g,1866,0.63,227.81604813480146,YKL174C,TPO5,NA,Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles,1-to-1,Anc_1.173,3,"1,2,4"
GWK60_L08591,CAGL0L06622g,3414,0.6225,227.49869909429827,YGR233C,PHO81,NA,Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress,1-to-1,Anc_5.096,3,"2,3,4"
GWK60_E05269,CAGL0E05610g,1527,0.44,226.42071728619712,YOR347C,PYK2,NA,"Pyruvate kinase; appears to be modulated by phosphorylation; transcription repressed by glucose, and Pyk2p may be active under low glycolytic flux; PYK2 has a paralog, CDC19, that arose from the whole genome duplication",2-to-2,Anc_7.045,4,"1,2,3,4"
GWK60_B01419,CAGL0B01595g,2199,0.3675,225.86020833990068,NA,NA,NA,NA,1-to-0,Anc_8.307,3,"1,3,4"
GWK60_M00253,CAGL0M00352g,5415,0.8475,225.10682696874312,YJR138W,IML1,NA,"GTPase-activating protein (GAP), subunit of SEA and Iml1p complexes; SEA (Seh1-associated) complex is a coatomer-related complex that associates dynamically with the vacuole; Iml1p complex (Iml1p-Npr2p-Npr3p) is required for non-nitrogen-starvation (NNS)-induced autophagy; localized to either pre-autophagosomal structures (PAS) or non-PAS structures during NNS-induced autophagy;",1-to-1,Anc_4.373,3,"1,2,3"
GWK60_B04345,CAGL0B04477g,852,0.075,224.73926472333343,YOR104W,PIN2,NA,Protein that induces appearance of [PIN+] prion when overproduced; predicted to be palmitoylated,1-to-1,Anc_2.179,3,"1,3,4"
GWK60_E03487,CAGL0E03784g,1815,0.57,224.6935266921167,YHL029C,OCA5,NA,Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts,1-to-1,Anc_4.019,4,"1,2,3,4"
GWK60_J08041,CAGL0J08184g,1719,0.6075,224.64136823978524,YNL270C,ALP1,NA,"Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog, CAN1, that arose from the whole genome duplication",1-to-2,Anc_1.083,3,"2,3,4"
GWK60_D02717,CAGL0D02552g,432,0.18,224.05865085066085,YNL328C,MDJ2,NA,Constituent of the mitochondrial import motor; associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain,1-to-1,Anc_3.010,4,"1,2,3,4"
GWK60_L13695,CAGL0L09691g,2475,0.3125,222.76230629228849,YKL015W,PUT3,NA,"Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes, constitutively binds PUT1 and PUT2 promoters as a dimer, undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain",1-to-1,Anc_2.654,4,"1,2,3,4"
GWK60_H09559,CAGL0H09614g,711,0.38,222.6035635816768,YER011W,TIR1,NA,Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins,1-to-1,Anc_7.161,3,"1,2,3"
GWK60_M08789,CAGL0M08844g,1533,0.5275,221.63367914595713,YDR257C,RKM4,NA,Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 55); nuclear SET-domain containing protein,1-to-1,Anc_5.616,4,"1,2,3,4"
GWK60_J04675,CAGL0J04862g,2400,0.7,221.5582370382497,YJL047C,RTT101,NA,"Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex; role in anaphase progression; implicated in Mms22-dependent DNA repair; involved with Mms1p in nonfunctional rRNA decay; modified by the ubiquitin-like protein, Rub1p",1-to-1,Anc_1.343,3,"1,2,4"
GWK60_M12023,CAGL0M12056g,336,0.26,221.23482517068447,NA,NA,NA,NA,1-to-0,NA,3,"1,2,3"
GWK60_H00253,CAGL0H00440g,1338,0.3775,220.4556366653392,YJR124C,NA,NA,Putative protein of unknown function; expression induced under calcium shortage,1-to-1,Anc_7.511,4,"1,2,3,4"
GWK60_H02167,CAGL0H02387g,3345,0.3625,220.39227069739587,YMR261C,TPS3,NA,"Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog, TSL1, that arose from the whole genome duplication",2-to-2,Anc_8.813,3,"1,2,3"
GWK60_F00121,CAGL0F00253g,1455,0.365,219.14826303616815,YKL211C,TRP3,NA,Indole-3-glycerol-phosphate synthase; forms bifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp2p,1-to-1,Anc_1.532,3,"2,3,4"
GWK60_L10945,CAGL0L04290g,2265,0.55,218.97873096746795,YOR156C,NFI1,NA,"SUMO E3 ligase; catalyzes the covalent attachment of SUMO (Smt3p) to proteins; primary E3 ligase for Sir4p; sumoylates Yku70p/Yku80p and Sir4p in vivo to promote chromatin anchoring; promotes telomere anchoring to the nuclear envelope; involved in maintenance of proper telomere length; NFI1 has a paralog, SIZ1, that arose from the whole genome duplication",2-to-2,Anc_5.509,3,"1,2,3"
GWK60_L10505,CAGL0L04708g,1260,0.3875,218.15456477448578,YGR111W,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,1-to-1,Anc_3.456,3,"1,3,4"
GWK60_K09669,CAGL0K09878g,1893,0.71,218.06979946334292,YNL094W,APP1,NA,"Phosphatidate phosphatase, converts phosphatidate to diacylglycerol; App1p, Pah1p, Dpp1p, and Lpp1p are responsible for all the phosphatidate phosphatase activity; component of cortical actin patches; interacts with components of endocytic pathway",1-to-1,Anc_2.193,3,"2,3,4"
GWK60_K02717,CAGL0K02849g,1347,0.1675,217.7322646146495,YKR003W,OSH6,NA,"Member of an oxysterol-binding protein family; overlapping, redundant functions in sterol metabolism and which collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery; overexpression extends lifespan by promoting vacuolar fusion; OSH6 has a paralog, OSH7, that arose from the whole genome duplication",1-to-2,Anc_2.513,3,"1,3,4"
GWK60_C04785,CAGL0C05269g,1134,0.475,217.17115275658415,YOL065C,INP54,NA,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; role in secretion; localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins",1-to-1,Anc_3.155,3,"2,3,4"
