standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_M10131,CAGL0M10175g,4431,0.48,582.8874916022928,YKL010C,UFD4,NA,"Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress",1-to-1,Anc_2.497,4,"1,2,3,4"
GWK60_M11363,CAGL0M11440g,1728,0.235,574.5762494512145,YLR098C,CHA4,NA,DNA binding transcriptional activator; mediates serine/threonine activation of the catabolic L-serine (L-threonine) deaminase (CHA1); Zinc-finger protein with Zn[2]-Cys[6] fungal-type binuclear cluster domain,1-to-1,Anc_8.283,4,"1,2,3,4"
GWK60_L09537,CAGL0L05676g,6636,0.3475,570.4114088642757,YJL130C,URA2,NA,Carbamoylphosphate synthetase-aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP; CPSase is short for carbamoylphosphate synthetase and ATCase is short for aspartate transcarbamylase,1-to-1,Anc_1.223,4,"1,2,3,4"
GWK60_B03707,CAGL0B03861g,885,0.2625,568.5662448826919,YJR011C,NA,NA,Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS,1-to-1,Anc_5.150,4,"1,2,3,4"
GWK60_C01419,CAGL0C01815g,1473,0.235,563.4252721557385,YBL086C,NA,NA,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,1-to-1,Anc_7.414,4,"1,2,3,4"
GWK60_J08217,CAGL0J08371g,1869,0.2175,557.6760876088888,YNL279W,PRM1,NA,Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p,1-to-1,Anc_1.065,4,"1,2,3,4"
GWK60_H10373,CAGL0H10406g,4263,0.2375,557.0022373295564,YDL112W,TRM3,NA,2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs,1-to-1,Anc_2.325,4,"1,2,3,4"
GWK60_K02365,CAGL0K02519g,645,0.14250000000000002,555.3371603716153,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_E02079,CAGL0E02299g,1638,0.425,552.8899652551859,YOL013C,HRD1,NA,Ubiquitin-protein ligase; required for endoplasmic reticulum-associated degradation (ERAD) of misfolded proteins; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon,1-to-1,Anc_6.045,4,"1,2,3,4"
GWK60_G09691,CAGL0G09977g,4587,0.34249999999999997,549.5804486365535,YPR184W,GDB1,NA,"Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress",1-to-1,Anc_7.541,4,"1,2,3,4"
GWK60_L14553,CAGL0L10582g,3297,0.57,549.3755366240661,YMR196W,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene,2-to-1,Anc_6.286,4,"1,2,3,4"
GWK60_B04895,CAGL0B05049g,4413,0.39749999999999996,549.2141036463736,YLR247C,IRC20,NA,E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent nonhomologous end joining (NHEJ) pathway; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; interacts with Cdc48p and Smt3p; null mutant displays increased levels of spontaneous Rad52p foci,1-to-1,Anc_1.389,4,"1,2,3,4"
GWK60_B04543,CAGL0B04697g,555,0.0375,548.5750112751838,YCL001W,RER1,NA,"Protein involved in retention of membrane proteins; including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane proteins to the ER",1-to-1,Anc_1.417,4,"1,2,3,4"
GWK60_B04697,CAGL0B04851g,4623,0.3525,548.5432745369995,YCL014W,BUD3,NA,Protein involved in bud-site selection; required for axial budding pattern; localizes with septins to bud neck in mitosis and may constitute an axial landmark for next round of budding,1-to-1,Anc_1.406,4,"1,2,3,4"
GWK60_G09889,CAGL0G10175g,1734,0.2275,548.345606514392,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L13189,CAGL0L09185g,1473,0.30000000000000004,544.3848931582247,NA,NA,NA,NA,2-to-1,Anc_8.098,4,"1,2,3,4"
GWK60_F01529,CAGL0F01771g,2424,0.52,542.2036717035741,YLR057W,MNL2,NA,"Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members, such as Mns1p and Mnl1p, that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene",1-to-1,Anc_8.039,4,"1,2,3,4"
GWK60_I05225,CAGL0I09724g,1623,0.375,537.5971826076897,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_B04059,CAGL0B04191g,894,0.2475,537.5396458948112,YPR114W,NA,NA,Putative protein of unknown function,1-to-1,Anc_3.437,4,"1,2,3,4"
GWK60_M10967,CAGL0M11088g,657,0.4875,535.4215491129019,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_J05621,CAGL0J05830g,1824,0.565,534.5410239640789,YNL144C,NA,NA,"Putative protein of unknown function; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; contains a PH domain and binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; YNL144C has a paralog, YHR131C, that arose from the whole genome duplication",2-to-2,Anc_2.113,4,"1,2,3,4"
GWK60_M00209,CAGL0M00308g,315,0.0325,534.2398243992957,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L12727,CAGL0L08712g,981,0.24,533.2339085223725,YPL014W,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus,1-to-1,Anc_8.080,4,"1,2,3,4"
GWK60_A01419,CAGL0A01606g,750,0.1425,531.6288898390486,YGL033W,HOP2,NA,Meiosis-specific protein that localizes to chromosomes; preventing synapsis between nonhomologous chromosomes and ensuring synapsis between homologs; complexes with Mnd1p to promote homolog pairing and meiotic double-strand break repair,1-to-1,Anc_4.081,4,"1,2,3,4"
GWK60_H08217,CAGL0H08261g,2205,0.5549999999999999,529.3509677475167,YOR019W,NA,NA,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YOR019W has a paralog, JIP4, that arose from the whole genome duplication",2-to-2,Anc_5.609,4,"1,2,3,4"
GWK60_F01749,CAGL0F01991g,540,0.17,520.1567495610958,YLR050C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YLR050C is not an essential gene,1-to-1,Anc_8.060,4,"1,2,3,4"
GWK60_J01925,CAGL0J02068g,2127,0.5125,517.482241113033,YIL005W,EPS1,NA,"ER protein with chaperone and co-chaperone activity; involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD), member of the protein disulfide isomerase family",2-to-1,Anc_7.134,4,"1,2,3,4"
GWK60_K02497,CAGL0K02629g,1122,0.3275,516.7055470334458,NA,NA,NA,NA,2-to-1,Anc_2.133,4,"1,2,3,4"
GWK60_C03707,CAGL0C04169g,2079,0.46499999999999997,515.6208528541566,YBR007C,DSF2,NA,Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress,1-to-1,Anc_3.196,4,"1,2,3,4"
GWK60_K02189,CAGL0K02343g,3489,0.4325,515.5588072163583,YPR022C,NA,NA,"Putative transcription factor, as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS",1-to-1,Anc_8.130,4,"1,2,3,4"
GWK60_I04609,CAGL0I09108g,1896,0.535,512.4341795828431,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L13035,CAGL0L09020g,702,0.14,511.57606100245005,YPL002C,SNF8,NA,Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome; appears to be functionally related to SNF7; involved in glucose derepression,1-to-1,Anc_8.089,4,"1,2,3,4"
GWK60_I03619,CAGL0I08107g,1629,0.1775,510.3956239839197,YOL070C,NBA1,NA,"Protein of unknown function; localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate",1-to-1,Anc_3.148,4,"1,2,3,4"
GWK60_D05731,CAGL0D05544g,2736,0.635,510.0200788911968,YLL013C,PUF3,NA,Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins,1-to-1,Anc_5.196,4,"1,2,3,4"
GWK60_M07601,CAGL0M07612g,1746,0.35,506.7410664255568,YMR020W,FMS1,NA,"Polyamine oxidase; converts spermine to spermidine, which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis",1-to-1,Anc_2.567,4,"1,2,3,4"
GWK60_I01551,CAGL0I06094g,1353,0.1925,506.11548011669817,YJL155C,FBP26,NA,"Fructose-2,6-bisphosphatase, required for glucose metabolism; protein abundance increases in response to DNA replication stress",1-to-1,Anc_1.192,4,"1,2,3,4"
GWK60_D06787,CAGL0D06600g,2178,0.48,503.72300571745427,YLL019C,KNS1,NA,"Protein kinase involved in negative regulation of PolIII transcription; effector kinase of the TOR signaling pathway and phosphorylates Rpc53p to regulate ribosome and tRNA biosynthesis; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues; capable of autophosphorylation",1-to-1,Anc_4.042,4,"1,2,3,4"
GWK60_G00517,CAGL0G00660g,1530,0.255,501.8434780324725,YAR002W,NUP60,NA,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153,1-to-1,Anc_4.125,4,"1,2,3,4"
GWK60_B04653,CAGL0B04807g,1260,0.1725,500.29417037486655,YCL011C,GBP2,NA,"Poly(A+) RNA-binding protein; involved in the export of mRNAs from the nucleus to the cytoplasm; similar to Npl3p; also binds single-stranded telomeric repeat sequence in vitro; relocalizes to the cytosol in response to hypoxia; GBP2 has a paralog, HRB1, that arose from the whole genome duplication",2-to-2,Anc_1.408,4,"1,2,3,4"
GWK60_J02189,CAGL0J02332g,2685,0.6775,496.8796849696857,YIL017C,VID28,NA,"GID Complex subunit, serves as adaptor for regulatory subunit Vid24p; protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm",1-to-1,Anc_7.184,4,"1,2,3,4"
GWK60_E02563,CAGL0E02783g,3612,0.725,495.8437249910509,YBL007C,SLA1,NA,Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains,1-to-1,Anc_4.108,4,"1,2,3,4"
GWK60_I00297,CAGL0L00759g,921,0.1225,495.83365778562677,YER055C,HIS1,NA,"ATP phosphoribosyltransferase; a hexameric enzyme, catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control",1-to-1,Anc_7.232,4,"1,2,3,4"
GWK60_L06677,CAGL0L08481g,213,0.085,494.36161742729837,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_I04983,CAGL0I09482g,1290,0.21,491.9676420803491,YBR273C,UBX7,NA,"UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p; UBX7 has a paralog, UBX6, that arose from the whole genome duplication",2-to-2,Anc_1.335,4,"1,2,3,4"
GWK60_J04939,CAGL0J05126g,1302,0.49,491.8194937231031,YJL060W,BNA3,NA,Kynurenine aminotransferase; catalyzes formation of kynurenic acid from kynurenine; potential Cdc28p substrate,1-to-1,Anc_1.321,4,"1,2,3,4"
GWK60_F04125,CAGL0F04499g,1893,0.6799999999999999,491.4238545630073,YBL042C,FUI1,NA,"High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress",1-to-1,Anc_7.481,4,"1,2,3,4"
GWK60_C03531,CAGL0C03916g,1887,0.4,490.38742895458495,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_J08173,CAGL0J08316g,1500,0.28,490.07140438641704,YNL277W,MET2,NA,L-homoserine-O-acetyltransferase; catalyzes the conversion of homoserine to O-acetyl homoserine which is the first step of the methionine biosynthetic pathway,1-to-1,Anc_1.068,4,"1,2,3,4"
GWK60_C04213,CAGL0C04719g,585,0.4475,489.05988535960114,YJR102C,VPS25,NA,Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome,1-to-1,Anc_7.474,4,"1,2,3,4"
GWK60_G00121,CAGL0G00242g,4434,0.7975,485.55996346284576,YGR281W,YOR1,NA,Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR),1-to-1,Anc_5.010,4,"1,2,3,4"
GWK60_D05907,CAGL0D05720g,2646,0.21500000000000002,483.54489288793957,YLL005C,SPO75,NA,Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis,1-to-1,Anc_5.211,4,"1,2,3,4"
GWK60_M11649,CAGL0M11704g,528,0.2675,481.10479849440657,YLR109W,AHP1,NA,Thiol-specific peroxiredoxin; reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p,1-to-1,Anc_8.300,4,"1,2,3,4"
GWK60_H08789,CAGL0H08822g,1545,0.215,479.45184957783044,YMR177W,MMT1,NA,"Putative metal transporter involved in mitochondrial iron accumulation; MMT1 has a paralog, MMT2, that arose from the whole genome duplication",2-to-2,Anc_6.248,4,"1,2,3,4"
GWK60_H10021,CAGL0H10076g,978,0.215,478.58456631917034,YBR054W,YRO2,NA,"Protein of unknown function with similarity to archaeal rhodopsins; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; transcriptionally regulated by Haa1p; YRO2 has a paralog, MRH1, that arose from the whole genome duplication",2-to-2,Anc_3.263,4,"1,2,3,4"
GWK60_H09603,CAGL0H09636g,708,0.22,475.901021981984,YER010C,NA,NA,Protein of unknown function; forms a ring-shaped homotrimer; has similarity to members of the prokaryotic rraA family; possibly involved in a phosphotransfer reaction,1-to-1,Anc_7.158,4,"1,2,3,4"
GWK60_H04433,CAGL0H04543g,549,0.0675,474.7566396465571,YBL091C-A,SCS22,NA,"Protein involved in regulation of phospholipid metabolism; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; similar to D. melanogaster inturned protein; SCS22 has a paralog, SCS2, that arose from the whole genome duplication",2-to-2,Anc_7.423,4,"1,2,3,4"
GWK60_C04895,CAGL0C05379g,1842,0.3775,472.7144504930853,YDL229W,SSB1,NA,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p; SSB1 has a paralog, SSB2, that arose from the whole genome duplication",2-to-2,Anc_2.041,4,"1,2,3,4"
GWK60_E05313,CAGL0E05654g,987,0.17250000000000001,471.3417401647302,YPL206C,PGC1,NA,Phosphatidyl Glycerol phospholipase C; regulates the phosphatidylglycerol (PG) content via a phospholipase C-type degradation mechanism; contains glycerophosphodiester phosphodiesterase motifs,1-to-1,Anc_6.217,4,"1,2,3,4"
GWK60_G00891,CAGL0G01034g,5592,0.5875,471.3253421577085,YLR342W,FKS1,NA,"Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog, GSC2, that arose from the whole genome duplication",2-to-2,Anc_4.173,4,"1,2,3,4"
GWK60_C03179,CAGL0C03575g,2007,0.2875,469.68641261487227,YNR044W,AGA1,NA,"Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall, linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog, FIG2, that arose from the whole genome duplication",1-to-2,Anc_6.367,4,"1,2,3,4"
GWK60_L04961,CAGL0L01089g,6459,0.545,466.9929808462444,YDL171C,GLT1,NA,"NAD(+)-dependent glutamate synthase (GOGAT); synthesizes glutamate from glutamine and alpha-ketoglutarate; with Gln1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source",1-to-1,Anc_7.361,4,"1,2,3,4"
GWK60_E01639,CAGL0E01859g,1518,0.1525,466.27652418044215,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_C03993,CAGL0C04477g,1107,0.45,462.2840430188068,YDL005C,MED2,NA,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; relocalizes to the cytosol in response to hypoxia,1-to-1,Anc_3.214,4,"1,2,3,4"
GWK60_B04323,CAGL0B04455g,1818,0.095,461.71982081918406,YNL101W,AVT4,NA,Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters,2-to-1,Anc_2.177,4,"1,2,3,4"
GWK60_M10461,CAGL0M10505g,591,0.0375,461.65354206119787,YDL002C,NHP10,NA,"Protein related to mammalian high mobility group proteins; preferentially binds DNA ends, protecting them from exonucleatic cleavage; likely component of the chromatin-remodeling complex INO80 complex; proposed to be involved in DNA repair",1-to-1,Anc_3.210,4,"1,2,3,4"
GWK60_E03619,CAGL0E03916g,2019,0.235,461.37558486573386,YHL032C,GUT1,NA,Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p,1-to-1,Anc_4.009,4,"1,2,3,4"
GWK60_M02541,CAGL0M02651g,1389,0.225,459.7483454170561,YPL133C,RDS2,NA,Transcription factor involved in regulating gluconeogenesis; also involved in the regulation of glyoxylate cycle genes; member of the zinc cluster family of proteins; confers resistance to ketoconazole,1-to-1,Anc_8.642,4,"1,2,3,4"
GWK60_J08987,CAGL0J09174g,1062,0.1825,459.6822671913792,YDL186W,NA,NA,Putative protein of unknown function; YDL186W is not an essential gene,1-to-1,Anc_7.301,4,"1,2,3,4"
GWK60_K03531,CAGL0K03663g,267,0.065,459.58145419724383,YMR122W-A,NA,NA,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and endoplasmic reticulum,1-to-1,Anc_2.416,4,"1,2,3,4"
GWK60_J01309,CAGL0J01397g,828,0.1075,458.75486192561084,YMR087W,NA,NA,Putative ADP-ribose-1''-monophosphatase; converts ADP-ribose-1''-monophosphate to ADP-ribose; may have a role in tRNA splicing; contains an A1pp domain,1-to-1,Anc_2.474,4,"1,2,3,4"
GWK60_H07843,CAGL0H07865g,1992,0.215,458.42390966490217,YGL236C,MTO1,NA,Mitochondrial protein; forms a heterodimer complex with Mss1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants,1-to-1,Anc_3.558,4,"1,2,3,4"
GWK60_L08019,CAGL0L07194g,471,0.025,457.03146920568963,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L06985,CAGL0L08162g,4071,0.5825,456.9062051666263,YCR033W,SNT1,NA,"Subunit of the Set3C deacetylase complex; interacts directly with the Set3C subunit, Sif2p; putative DNA-binding protein; mutant has increased aneuploidy tolerance; relocalizes to the cytosol in response to hypoxia",1-to-1,Anc_1.141,4,"1,2,3,4"
GWK60_A00231,CAGL0A00341g,570,0.22499999999999998,456.3904486030559,YGL010W,NA,NA,Putative protein of unknown function; YGL010W is not an essential gene,1-to-1,Anc_4.109,4,"1,2,3,4"
GWK60_E02541,CAGL0E02761g,603,0.14,455.47300763988005,YBL006C,LDB7,NA,"Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions",1-to-1,Anc_4.111,4,"1,2,3,4"
GWK60_B04499,CAGL0B04631g,3291,0.305,453.24255709164527,YNL106C,INP52,NA,"Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs, PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog, INP53, that arose from the whole genome duplication",2-to-2,Anc_2.171,4,"1,2,3,4"
GWK60_H06105,CAGL0H06193g,3381,0.71,452.91471744954134,YAL019W,FUN30,NA,"Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate",1-to-1,Anc_7.080,4,"1,2,3,4"
GWK60_J11165,CAGL0J11374g,252,0.295,450.8060667476079,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L07689,CAGL0L07546g,1905,0.6575,450.7532466475039,YBR068C,BAP2,NA,"High-affinity leucine permease; functions as a branched-chain amino acid permease involved in uptake of leucine, isoleucine and valine; contains 12 predicted transmembrane domains; BAP2 has a paralog, BAP3, that arose from the whole genome duplication",2-to-2,Anc_3.284,4,"1,2,3,4"
GWK60_M10021,CAGL0M10065g,750,0.365,449.71852215564473,NA,NA,NA,NA,1-to-0,Anc_4.071,4,"1,2,3,4"
GWK60_L13299,CAGL0L09295g,1983,0.575,446.2109391703373,YPR007C,REC8,NA,"Meiosis-specific component of sister chromatid cohesion complex; maintains cohesion between sister chromatids during meiosis I; maintains cohesion between centromeres of sister chromatids until meiosis II; independent of its role in sister chromatid cohesion, Rec8p promotes allelic collisions and prevents nonspecific chromosome interactions; homolog of S. pombe Rec8p",1-to-1,Anc_8.104,4,"1,2,3,4"
GWK60_M10813,CAGL0M10934g,2322,0.2625,442.72344732191925,YNR033W,ABZ1,NA,"Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid, an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress",1-to-1,Anc_6.344,4,"1,2,3,4"
GWK60_J07403,CAGL0J07568g,1401,0.41500000000000004,441.93938640288735,YNL239W,LAP3,NA,Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; has bleomycin hydrolase activity in vitro; transcription is regulated by galactose via Gal4p; orthologous to human BLMH,1-to-1,Anc_2.005,4,"1,2,3,4"
GWK60_B03971,CAGL0B04103g,834,0.0675,440.18717505879175,YPR109W,NA,NA,Predicted membrane protein; diploid deletion strain has high budding index,1-to-1,Anc_3.427,4,"1,2,3,4"
GWK60_H10065,CAGL0H10120g,1488,0.375,439.72106604289667,YBR056W,NA,NA,Putative glycoside hydrolase of the mitochondrial intermembrane space,1-to-1,Anc_3.266,4,"1,2,3,4"
GWK60_M11671,CAGL0M11726g,441,0.055,439.71449585846074,YLR110C,CCW12,NA,"Cell wall mannoprotein; plays a role in maintenance of newly synthesized areas of cell wall; localizes to periphery of small buds, septum region of larger buds, and shmoo tip; CCW12 has a paralog, YDR134C, that arose from the whole genome duplication",2-to-1,Anc_8.301,4,"1,2,3,4"
GWK60_F01903,CAGL0F02145g,2451,0.3925,439.7018339078029,YFL004W,VTC2,NA,"Subunit of vacuolar transporter chaperone (VTC) complex; involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion; VTC2 has a paralog, VTC3, that arose from the whole genome duplication",1-to-2,Anc_8.071,4,"1,2,3,4"
GWK60_L05929,CAGL0L02035g,1977,0.3725,438.4188146190954,YKL029C,MAE1,NA,"Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids",1-to-1,Anc_2.529,4,"1,2,3,4"
GWK60_H08833,CAGL0H08866g,1977,0.455,436.1708705183039,YMR172W,HOT1,NA,Transcription factor for glycerol biosynthetic genes; required for the transient induction of glycerol biosynthetic genes GPD1 and GPP2 in response to high osmolarity; targets Hog1p to osmostress responsive promoters; has similarity to Msn1p and Gcr1p,1-to-1,Anc_6.243,4,"1,2,3,4"
GWK60_K01947,CAGL0K02101g,4902,0.5775,435.90128513866955,YER132C,PMD1,NA,"Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required, with Mds3p, for growth under alkaline conditions; PMD1 has a paralog, MDS3, that arose from the whole genome duplication",2-to-2,Anc_8.157,4,"1,2,3,4"
GWK60_K09471,CAGL0K09702g,1122,0.275,435.56016865781737,YNL134C,NA,NA,Protein of unknown function; similar to dehydrogenases from other model organisms; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress,2-to-1,Anc_2.133,4,"1,2,3,4"
GWK60_E01727,CAGL0E01947g,1359,0.3475,432.18302616908693,YOL123W,HRP1,inviable,Subunit of cleavage factor I; cleavage factor I is a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences,2-to-1,Anc_3.049,4,"1,2,3,4"
GWK60_E02761,CAGL0E02981g,1161,0.4075,430.50173317723807,YGR149W,NA,NA,Putative protein of unknown function; predicted to be an integal membrane protein,1-to-1,Anc_4.086,4,"1,2,3,4"
GWK60_D01485,CAGL0D01364g,3483,0.6699999999999999,429.22975767913016,YBR112C,CYC8,NA,General transcriptional co-repressor; acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+],1-to-1,Anc_3.367,4,"1,2,3,4"
GWK60_D04697,CAGL0D04510g,7443,0.5475,427.89352696982013,YPR117W,NA,NA,Putative protein of unknown function,1-to-1,Anc_3.443,4,"1,2,3,4"
GWK60_C03641,CAGL0C04092g,654,0.1525,427.20764705729573,YDR007W,TRP1,NA,"Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA)",1-to-1,Anc_3.192,4,"1,2,3,4"
