Standard name,Common name,Sc ortholog,Essential in Sc,Sc synthetic lethals,Sc fitness,Essential in albicans,Sp ortholog,Essential in Sp,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description
C2_08620W_A,,YPL191C,,No,1.0202,No,SPAC12G12.11c,No,23,1504,1482,0.3405561574575659,11,462,0.3117408906882591,0.31174004708676806,0.3120301006870468,ORF|Uncharacterized,Protein of unknown function; induced in core caspofungin response; expression upregulated in an ssr1 null mutant; induced by nitric oxide independent of Yhb1p
C2_08630C_A,,PAF1,,,0.2490,No,paf1,No,5,134,1404,0.0747863247863248,0,791,0.5633903133903134,0.5633869875510981,0.0,ORF|Uncharacterized,"Ortholog(s) have RNA polymerase II C-terminal domain phosphoserine binding, RNA polymerase II core binding, chromatin binding and transcription factor activity, more"
C2_08640C_A,PST2,,,,,,obr1,No,19,1983,606,0.6065143437420665,3,171,0.28217821782178215,0.2773934528510819,0.0,ORF|Verified,"Putative NADH:quinone oxidoreductase; similar to 1,4-benzoquinone reductase; immunogenic in mice; induced by benomyl, oxidative stress via Cap1; fungal-specific; farnesol-repressed; Spider biofilm induced"
C2_08650W_A,,,,,,No,,,6,485,474,0.2297594576075589,2,206,0.4345991561181435,0.40823902092188963,0.22733195944339052,ORF|Uncharacterized,Protein of unknown function; Hap43-repressed gene; repressed by nitric oxide
C2_08660C_A,,,,,,,,,34,2018,1941,0.3145377182749418,7,162,0.08346213292117466,0.08346213062807707,0.195219010020901,ORF|Uncharacterized,"Protein of unknown function; upregulation correlates with clinical development of fluconazole resistance; regulated by Sef1, Sfu1, and Hap43"
C2_08670C_A,UTP15,UTP15,,,,No,utp15,,3,206,1272,0.04050142155595761,0,1030,0.809748427672956,0.809730533827991,0.0,ORF|Verified,Small subunit (SSU) processome component; mutation confers resistance to 5-fluorocytosine (5-FC); physically interacts with TAP-tagged Nop1p
C2_08680W_A,MSH3,MSH3,,,1.0010,,msh3,No,52,2282,3114,0.29446662561494813,1,506,0.16249197174052665,0.1624919717404907,0.20617910648339555,ORF|Uncharacterized,Mismatch repair protein; predicted role in repair of insertion or deletion mutations and removal of nonhomologous DNA ends; rat catheter biofilm repressed
C2_08690C_A,,,,,,No,cld1,No,10,327,1410,0.12621339989698482,2,484,0.3432624113475177,0.3432605029862061,0.19888393414175415,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_22860, C. parapsilosis CDC317 : CPAR2_806540, Candida tenuis NRRL Y-1498 : CANTEDRAFT_108823 and Debaryomyces hansenii CBS767 : DEHA2B13596g"
C2_08700C_A,,SNA4,,,1.0195,,pmp3,No,9,306,522,0.3016688770999116,6,137,0.2624521072796935,0.2523687011231524,0.27846019382320475,ORF|Uncharacterized,Ortholog of S. cereviae Sna4 vacuolar outer membrane protein that plays a role in sensitivity to NA+; induced by Mnl1 under weak acid stress
C2_08710W_A,PEX17,,,,,,,,24,981,726,0.5692943420216148,6,135,0.1859504132231405,0.18498933724643393,0.3815633909369238,ORF|Uncharacterized,Putative peroxin
C2_08720W_A,,IES2,,,NaN,,ies2,No,20,1677,1149,0.3094207793946697,8,215,0.18711923411662315,0.18710508820420949,0.3527822206872434,ORF|Uncharacterized,Ortholog(s) have Ino80 complex localization
C2_08730W_A,MFG1,MFG1,,,1.0010,No,,,43,2286,2277,0.31671129244761786,3,306,0.13438735177865613,0.13438735165040477,0.261196795931044,ORF|Verified,"Regulator of filamentous growth; required for biofilm formation, virulence; interacts with Flo8 and Mss11"
C2_08740W_A,,,,,,,mgs1,No,24,940,1644,0.25068575944953275,9,278,0.16909975669099755,0.169099666132245,0.2091869820076797,ORF|Uncharacterized,"Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity"
C2_08750W_A,,,,,,,,,13,613,702,0.317999528190611,6,161,0.22934472934472935,0.22783995428122988,0.25021924581713906,ORF|Uncharacterized,Protein of unknown function; flow model biofilm induced
C2_08760C_A,TIF4631,TIF4631,,NaN,NaN,No,,,4,306,3255,0.019559392560617547,0,1557,0.4783410138248848,0.478341013824859,0.0,ORF|Uncharacterized,Putative translation initiation factor eIF4G; overexpression causes hyperfilamentation; hyphal- and macrophage-induced; genes encoding some translation factors are downregulated upon phagocytosis by murine macrophage
C2_08770C_A,,,,,,,,,24,3238,336,1.1768353174603174,6,103,0.30654761904761907,0.24393824066886474,0.0,ORF|Uncharacterized,Putative adhesin-like protein; predicted ORF from Assembly 19; removed from Assembly 20; subsequently reinstated in Assembly 21 based on comparative genome
C2_08780W_A,RPT6,RPT6,,No,,No,rpt6,,1,373,1206,0.014096185737976783,1,1150,0.9535655058043118,0.953524736859015,0.0,ORF|Uncharacterized,Putative ATPase of the 19S regulatory particle of the 26S proteasome; transcript regulated by Mig1; regulated by Gcn2 and Gcn4
C2_08790W_A,JEM1,JEM1,,,0.9823,No,SPBC3E7.11c,No,34,3359,1911,0.2865963562827674,2,281,0.14704343275771847,0.14704342730432252,0.31053633595062946,ORF|Verified,"Functional homolog of S. cerevisiae Jem1p, which acts with Scj1p and Kar2p (BiP) in protein folding and ER-associated degradation of misfolded proteins, and also has a role in karyogamy; has J domain and 4 tetratricopeptide repeats"
C2_08800C_A,APE3,APE3,,,0.9877,No,,,33,2796,1653,0.3246121083054457,1,343,0.2075015124016939,0.20750141084180154,0.3496106494493451,ORF|Uncharacterized,"Putative vacuolar aminopeptidase Y,; regulated by Gcn2 and Gcn4; rat catheter and Spider biofilm repressed"
C2_08810C_A,IPP1,IPP1,,NaN,,No,ipp1,Yes,2,20,867,0.04028469350437449,0,585,0.6747404844290658,0.673885728612572,0.0,ORF|Verified,Putative inorganic pyrophosphatase; antigenic; soluble protein in hyphae; macrophage-induced protein; protein present in exponential and stationary phase yeast; possibly essential (UAU1 method); sumoylation target; Spider biofilm repressed
C2_08820C_A,SPO11,SPO11,,,0.9878,No,rec12,No,30,2989,930,0.5962148051463733,4,149,0.16021505376344086,0.16010689534745776,0.0,ORF|Verified,DNA endonuclease; required for genetic recombination between homologous chromosomes during the parasexual cycle; produced in mitotically dividing cells; similar to S. cerevisiae Spo11 which functions in recombination during meiosis
C2_08830W_A,,RCR1,,No,0.9910,No,,,23,2845,897,0.4965258562380864,1,172,0.19175027870680045,0.19157026914672493,0.3167677031010843,ORF|Uncharacterized,"Ortholog(s) have role in fungal-type cell wall organization, vesicle-mediated transport and integral component of endoplasmic reticulum membrane localization"
C2_08840W_A,,TRM112,,,,No,trm112,No,0,0,393,0.0,2,393,1.0,0.8732494198778592,0.0,ORF|Uncharacterized,Putative tRNA methyltransferase complex subunit; regulated by Gcn4; repressed in response to amino acid starvation (3-aminotriazole treatment); Spider biofilm induced
C2_08850C_A,,,,,,,SPACUNK4.10,No,12,1570,1086,0.2503544126025147,5,257,0.23664825046040516,0.23661466181090587,0.25918866339425123,ORF|Uncharacterized,Predicted 2-hydroxyacid dehydrogenase; Hap43-repressed gene
C2_08860W_A,,FPK1,,No,1.0165,,ppk14,No,34,4251,2385,0.3566082723747312,1,317,0.1329140461215933,0.1329140460785172,0.2276884206629823,ORF|Uncharacterized,"Putative serine/threonine protein kinase; Hap43-repressed; induced by prostaglandins; possibly an essential gene, disruptants not obtained by UAU1 method; flow model biofilm induced; Spider biofilm induced"
C2_08870C_A,PIR1,PIR1,,NaN,1.0150,?,,,7,234,1158,0.14913208073829837,0,317,0.27374784110535405,0.2737289272719751,0.0,ORF|Verified,"1,3-beta-glucan-linked cell wall protein; N-mannosylated, O-glycosylated by Pmt1; cell wall defect in het mutant; Hog1/fluconazole/hypoxia induced; iron/Efg1/Plc1/temp regulated; flow model biofilm induced; hyphal, Spider biofilm repressed"
C2_08880W_A,BUD20,,,,,No,,,19,2217,342,1.4728313840155944,4,79,0.2309941520467836,0.186028464608963,0.0,ORF|Verified,"Protein similar to S. cerevisiae Bud20p, which affects bud site selection; transposon mutation affects filamentous growth"
C2_08890W_A,,CMR3,,No,0.9942,No,loz1,No,24,2388,1140,0.5503508771929825,1,156,0.1368421052631579,0.13683078606424137,0.2275866740863881,ORF|Uncharacterized,Ortholog(s) have sequence-specific DNA binding activity
C2_08900W_A,,,,,,,,,1,4,183,0.12663486517961123,10,161,0.8797814207650273,0.4025897898105436,0.0,ORF|Uncharacterized,"Ortholog of C. parapsilosis CDC317 : CPAR2_806510, Candida tenuis NRRL Y-1498 : CANTEDRAFT_109089, Debaryomyces hansenii CBS767 : DEHA2B13508g and Pichia stipitis Pignal : PICST_59544"
C2_08910C_A,,,,,,No,SPBC16H5.12c,No,19,1566,1527,0.27721009184458373,5,311,0.2036673215455141,0.20366697012037308,0.1878655105132037,ORF|Uncharacterized,Protein with a metallo-dependent phosphatase domain; ketoconazole-induced; upregulation correlates with clinical development of fluconazole resistance
C2_08920W_A,,AVO2,,,1.0382,No,,,31,2783,1749,0.35263770215396534,4,270,0.15437392795883362,0.15437389902857282,0.2839564789613348,ORF|Uncharacterized,Component of a complex containing the Tor2p kinase; possible a role in regulation of cell growth; Spider biofilm induced
C2_08930W_A,,RPN12,,,,No,rpn12,Yes,0,0,834,0.0,0,834,1.0,0.9982388050433672,0.0,ORF|Uncharacterized,"Ortholog(s) have role in proteasome-mediated ubiquitin-dependent protein catabolic process and CENP-A containing chromatin, nucleus, proteasome regulatory particle, lid subcomplex, proteasome storage granule localization"
C2_08940C_A,VPS28,VPS28,,,0.4120,No,vps28,No,17,1147,747,0.43194336217173834,2,191,0.2556894243641232,0.25461717233998676,0.0,ORF|Verified,"ESCRT I protein sorting complex subunit; involved in Rim8 processing and proteolytic activation of Rim101, which regulates pH response; role in echinocandin, azole sensitivity"
C2_08950W_A,,,,,,No,,,20,2980,543,0.6908967784026625,8,116,0.2136279926335175,0.20692628335029378,0.0,ORF|Uncharacterized,Predicted homeodomain-like transcription factor; also has a metal-binding Ada DNA repair protein domain; Spider biofilm induced
C2_08960C_A,,RGL1,,,0.9485,,art1,No,30,4775,1380,0.4078118650954896,10,205,0.14855072463768115,0.14854960983853085,0.32654032755267,ORF|Uncharacterized,"Ortholog(s) have role in barrier septum assembly, positive regulation of GTPase activity, protein localization to bud neck and barrier septum, cell division site, cellular bud neck, cytosol localization"
C2_08970C_A,DFG10,DFG10,,,NaN,No,dfg10,Yes,41,5187,849,0.873077665315792,11,106,0.1248527679623086,0.1246634603881938,0.0,ORF|Uncharacterized,"Ortholog(s) have role in dolichol biosynthetic process, dolichol-linked oligosaccharide biosynthetic process, polyprenol catabolic process, pseudohyphal growth"
C2_08980C_A,PGA55,,,,,No,,,41,4324,4215,0.19958196915776985,1,802,0.19027283511269277,0.19027283511269277,0.21559976454014254,ORF|Uncharacterized,"GPI-anchored adhesin-like protein; filament induced; regulated by Nrg1, Tup1; regulated upon hyphal formation; mRNA binds to She3 and is localized to yeast-form buds and hyphal tips; induced during chlamydospore formation"
C2_08990C_A,,,,,,No,,,50,6176,3147,0.33523435573006594,2,434,0.1379091197966317,0.13790911979660977,0.1971215609606155,ORF|Uncharacterized,Putative adhesin-like protein
C2_09000C_A,,,,,,,,,24,1683,612,0.8404772761817906,4,149,0.2434640522875817,0.23957231633498663,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_23180, Candida tropicalis MYA-3404 : CTRG_01968 and Candida albicans WO-1 : CAWG_05983"
C2_09010W_A,STB3,STB3,,,0.9692,,SPBC1652.01,No,16,1824,1512,0.21744445377602345,2,305,0.20171957671957672,0.2017191723266274,0.2128134385720562,ORF|Uncharacterized,Putative SIN3-binding protein 3 homolog; caspofungin induced; macrophage/pseudohyphal-repressed; rat catheter biofilm induced
C2_09020W_A,CDC47,MCM7,,Yes,,No,mcm7,Yes,2,2,2346,0.017123149655118963,0,1491,0.6355498721227621,0.6355498718185405,0.0,ORF|Uncharacterized,Phosphorylated protein described as having role in control of cell division; RNA abundance regulated by tyrosol and cell density; merged with orf19.201 in Assembly 20; unmerged from orf19.201 in a revision of Assembly 21
C2_09030W_A,,,,,,,,,10,686,577,0.3875522138680033,9,141,0.27976190476190477,0.26699044626863777,0.28723513102360426,ORF|Uncharacterized,Protein of unknown function; unmerged from orf19.202 in a revision of Assembly 21
C2_09040W_A,,THO1,,,0.9830,,,,6,162,582,0.19638402613744232,5,165,0.28350515463917525,0.2774219023996485,0.19187266796807503,ORF|Uncharacterized,Putative nuclear RNA-binding protein; Spider biofilm repressed
C2_09050C_A,,,,,,No,,,25,2237,1536,0.31023983351528384,4,267,0.173828125,0.1738278508772484,0.24834439869933073,ORF|Uncharacterized,Protein of unknown function; hyphal-induced expression; upregulated in a cyr1 null mutant
C2_09060C_A,ASN1,ASN2,,No,1.0257,,asn1,No,29,2852,1722,0.3118698569204537,0,193,0.11207897793263646,0.11207895041811014,0.24228281355751385,ORF|Uncharacterized,Putative asparagine synthetase; soluble protein in hyphae; regulated by Rim101; decreased expression at pH 4 vs pH 8; protein detected during exponential and stationary phases of yeast-form growth
C2_09070C_A,,,,,,No,,,35,1531,2412,0.2855704950225266,2,360,0.14925373134328357,0.14925373130635766,0.23814262197977962,ORF|Uncharacterized,Putative glycerol-3-phosphate acyltransferase; Hog1-repressed
C2_09080C_A,FGR18,,,,,,,,7,577,629,0.28369704749679076,5,251,0.48927875243664715,0.46878452559160627,0.2289315185050693,ORF|Verified,Protein lacking an ortholog in S. cerevisiae; transposon mutation affects filamentous growth
C2_09090C_A,,,,,,,,,4,476,165,0.5008531921153281,2,83,0.503030303030303,0.20794388454461582,0.0,long_terminal_repeat,"Long terminal repeat (LTR); about 167 bp long, 9 copies per genome"
C2_09100C_A,,,,,,,,,15,778,2289,0.13467341278307782,0,433,0.1891655744866754,0.18916557432656103,0.1532684115879348,ORF|Uncharacterized,Protein of unknown function; flow model biofilm induced
C2_09110C_A,,,,,,,,,0,0,465,0.0,0,465,1.0,0.9340109905087812,0.0,ORF|Uncharacterized,Protein of unknown function; repressed by alpha pheromone in SpiderM medium
C2_09120C_A,,,,,,,,,0,0,834,0.0,0,834,1.0,0.9982388050433672,0.0,ORF|Dubious,Ortholog of C. dubliniensis CD36 : Cd36_23270
C2_09130C_A,IFF6,HBT1,,NaN,1.0230,No,,,74,11616,3258,0.5466789722324067,1,322,0.09883364027010436,0.09883364027009918,0.2821313421955104,ORF|Verified,Putative GPI-anchored adhesin-like protein; opaque-specific transcript; macrophage-induced gene; Hap43-repressed gene; Spider biofilm induced
C2_09140C_A,MET10,MET10,,,1.0240,No,met10,No,39,4602,3285,0.2818525156830111,7,386,0.11750380517503806,0.11750380517503337,0.16488251905520643,ORF|Uncharacterized,"Sulfite reductase; role in sulfur amino acid metabolism; induced by human whole blood or PMNs; Hog1-induced; possibly adherence-induced; flow model, Spider model, F-12/CO2 biofilm induced"
C2_09150W_A,MIT1,SUR1,,Yes,0.8615,No,imt2,No,23,1773,1635,0.3337021237915295,2,236,0.14434250764525994,0.14434242306516346,0.1955183466555991,ORF|Verified,"Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; sphingolipid biosynthesis; fluconazole, caspofungin induced; macrophage-repressed; Spider biofilm induced"
C2_09160W_A,,RRP45,,,,No,rrp45,Yes,1,18,1014,0.024483320469942546,0,937,0.9240631163708086,0.9237937037632955,0.0,ORF|Uncharacterized,"Ortholog(s) have role in U1 snRNA 3'-end processing, U4 snRNA 3'-end processing and U5 snRNA 3'-end processing, more"
C2_09170W_A,SLP2,,,,,,SPBC16G5.07c,No,6,173,792,0.1878827131417805,5,495,0.625,0.6233262442586168,0.1822435416322579,ORF|Uncharacterized,Protein similar to stomatin mechanoreception protein
C2_09180W_A,,RNH202,,,0.9757,,,,16,709,1065,0.3651260650321683,14,212,0.19906103286384977,0.19902617803658937,0.24030680759041312,ORF|Uncharacterized,"Putative ribonuclease H2 subunit; required for RNase H2 activity; repressed in Spider biofilms by Bcr1, Tec1, Brg1, Rob1"
C2_09190C_A,,,,,,,,,24,1778,388,1.5577772742721196,10,168,0.4329896907216495,0.375666673311683,0.0,long_terminal_repeat,"Long terminal repeat (LTR) associated with the transposon Tca1; about 388 bp long, 5-10 copies per genome"
C2_09200W_A,tP(UGG)2,,,,,,,,2,77,92,0.6428456072351421,7,37,0.5138888888888888,0.11179664267145609,0.0,tRNA|Uncharacterized,"tRNA-Pro, predicted by tRNAscan-SE; UGG anticodon"
C2_09210W_A,,,,,,,,,32,3196,501,1.384142889007086,2,73,0.14570858283433133,0.13886375522052952,0.0,ORF|Dubious,Dubious open reading frame
C2_09220W_A,DDR48,DDR48,,,0.9983,?,,,9,1059,639,0.3085177733065057,2,133,0.2081377151799687,0.20558827070406835,0.2356848081765258,ORF|Verified,"Immunogenic stress-associated protein; filamentation regulated; induced by benomyl/caspofungin/ketoconazole or in azole-resistant strain; Hog1, farnesol, alkaline repressed; stationary phase enriched; Spider, flow model biofilm induced"
C2_09230C_A,KIS1,GAL83,,No,NaN,No,amk2,No,16,1041,1239,0.2818262504055623,1,236,0.19047619047619047,0.19047033573528926,0.2938634271324849,ORF|Verified,Snf1p complex scaffold protein; similar to S. cerevisiae Gal83p and Sip2p with regions of similarity to Sip1p (ASC and KIS domain); interacts with Snf4p; mutants are hypersensitive to caspofungin and hydrogen peroxide; Hap43p-repressed gene
C2_09240C_A,,,,,,,,,34,4229,642,1.106359747974076,1,117,0.1822429906542056,0.18007591526106964,0.0,ORF|Uncharacterized,Protein of unknown function; transcript detected on high-resolution tiling arrays
C2_09250W_A,,OCA2,,No,0.9062,,SPBC17A3.03c,No,6,127,651,0.19622797073070186,6,210,0.3225806451612903,0.3190713516073955,0.1936174772787634,ORF|Uncharacterized,Ortholog(s) have cytoplasm localization
C2_09260C_A,GLO2,GLO2,,No,1.0035,No,glo2,No,15,1395,807,0.3737185986256618,6,179,0.2218091697645601,0.2212977124200474,0.32060997998726193,ORF|Uncharacterized,"Ortholog(s) have hydroxyacylglutathione hydrolase activity, role in methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione and cytosol, mitochondrion, nucleus localization"
C2_09270C_A,SGT1,SGT1,,,,No,git7,Yes,0,0,1242,0.0,2,1242,1.0,0.9999701710103248,0.0,ORF|Verified,Putative co-chaperone protein with a predicted role in kinetochore assembly; mutation confers hypersensitivity to radicicol; sumoylation target
C2_09280C_A,,,,,,,,,35,5230,1506,0.4560345813215131,3,224,0.14873837981407703,0.148738063195649,0.31919626107971494,ORF|Uncharacterized,"Predicted membrane transporter, member of the fucose:proton symporter (FHS) family, major facilitator superfamily (MFS)"
C2_09290W_A,,VMA21,,,0.3910,,,,4,233,313,0.32537537537537536,4,196,0.8166666666666667,0.48892825575850246,0.0,ORF|Uncharacterized,Ortholog(s) have role in vacuolar proton-transporting V-type ATPase complex assembly and endoplasmic reticulum membrane localization
C2_09300W_A,MED18,SRB5,,,0.3065,,,,1,27,1056,0.018183639277389276,5,1008,0.9545454545454546,0.954362580261948,0.0,ORF|Uncharacterized,RNA polymerase II mediator complex subunit; rat catheter biofilm repressed
C2_09310C_A,,GTF1,,,1.0285,,,,2,173,498,0.07644578313253012,1,385,0.7730923694779116,0.7357229175558966,0.0,ORF|Uncharacterized,Trimeric GatFAB AmidoTransferase(AdT) complex subunit; involved in the formation of Q-tRNAQ; repressed by fluphenazine treatment or in an azole-resistant strain that overexpresses CDR1; Spider biofilm induced
C2_09320C_A,PES1,NOP7,,,,No,ppp1,Yes,2,32,1764,0.022385168472749233,0,1347,0.7636054421768708,0.7636053190073511,0.0,ORF|Verified,"Pescadillo homolog required for yeast cell growth, lateral yeast growth on filamentous cells and virulence in mice; hyphal cells grow normally in mutant; mutation confers hypersensitivity to 5-fluorocytosine, 5-fluorouracil, tubercidin"
C2_09330C_A,,,,,,,,,20,1289,492,0.7670994620393965,0,119,0.241869918699187,0.22949253981883355,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_23450, C. parapsilosis CDC317 : CPAR2_407010, Candida tenuis NRRL Y-1498 : cten_CGOB_00249 and Debaryomyces hansenii CBS767 : DEHA2B01980g"
C2_09340W_A,,,,,,,,,18,3288,453,0.7271113538608589,2,73,0.16114790286975716,0.14925814524949235,0.0,ORF|Uncharacterized,"Ortholog of C. parapsilosis CDC317 : CPAR2_407020, C. dubliniensis CD36 : Cd36_23460, Debaryomyces hansenii CBS767 : DEHA2B02002g and Pichia stipitis Pignal : PICST_31649"
C2_09350W_A,TAZ1,TAZ1,,,1.0360,,,,46,4342,1233,0.7068277957819709,5,134,0.10867802108678021,0.1086744740511667,0.3283006149442022,ORF|Uncharacterized,"Putative lyso-phosphatidylcholine acyltransferase, required for normal phospholipid content of mitochondrial membranes; rat catheter biofilm induced"
C2_09360W_A,,,,,,,,,34,1376,2574,0.2648255320669114,7,329,0.1278166278166278,0.1278166278103698,0.24473380181055532,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_23480, C. parapsilosis CDC317 : CPAR2_407050, Candida tenuis NRRL Y-1498 : CANTEDRAFT_116822 and Debaryomyces hansenii CBS767 : DEHA2B02046g"
C2_09370C_A,KAR3,KAR3,,,0.5782,No,klp2,No,3,873,2064,0.031718558751529985,1,1562,0.7567829457364341,0.7567829396589729,0.0,ORF|Verified,Kinesin-like microtubule motor protein; required for nuclear fusion during mating; C-terminal motor domain; mutants are viable; null has high-frequency white-opaque switching phenotype
C2_09380W_A,RRP15,RRP15,,,,No,rrp15,Yes,0,0,768,0.0,0,768,1.0,0.9965980542970827,0.0,ORF|Uncharacterized,Putative nucleolar protein; constituent of pre-60S ribosomal particles; Hap43-induced; repressed by prostaglandins
C2_09390W_A,ABG1,VOA1,,,1.0227,?,,,9,610,867,0.23656710372522013,5,300,0.3460207612456747,0.34558242492952407,0.23690986010305018,ORF|Verified,"Vacuolar membrane protein; depletion causes abnormal vacuolar morphology, cell separation defect, sensitivity to cell wall stress, increased hyphal branching; essential, no mammalian homolog; Cyr1-regulated; rat catheter biofilm repressed"
C2_09400C_A,ERG24,ERG24,,,NaN,No,erg24,Yes,1,1,1347,0.018848730888143365,3,1074,0.7973273942093542,0.7973190713137962,0.0,ORF|Verified,"C-14 sterol reductase, has a role in ergosterol biosynthesis; mutation confers increased sensitivity to dyclonine; rat catheter and Spider biofilm repressed"
C2_09410W_A,,,,,,,,,15,875,357,1.3235974001250987,9,110,0.3081232492997199,0.25505937509600407,0.0,ORF|Dubious,Ortholog of Candida albicans WO-1 : CAWG_06018
C2_09420W_A,,,,,,,,,22,1853,2130,0.32292669756558523,2,274,0.12863849765258217,0.12863849711864833,0.15016744646566765,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_23530, C. parapsilosis CDC317 : CPAR2_406140, Candida tenuis NRRL Y-1498 : CANTEDRAFT_116829 and Debaryomyces hansenii CBS767 : DEHA2B01826g"
C2_09430W_A,RPL3,RPL3,,,,No,rpl301,Yes,1,78,1170,0.026050512545689394,0,1139,0.9735042735042735,0.9734446174158774,0.0,ORF|Verified,"Ribosomal protein, large subunit; induced by ciclopirox olamine treatment; genes encoding cytoplasmic ribosomal subunits are downregulated upon phagocytosis by murine macrophages; Hap43-induced gene; Spider biofilm repressed"
C2_09440W_A,,,,,,,,,46,4439,2960,0.42908433643727767,0,653,0.2206081081081081,0.22060810810788056,0.3890427914140308,centromere,Centromere region of Chromosome 2; each centromere mediates a single kinetochore attachment although it binds multiple (four) Cse4p-containing nucleosomes
C2_09450W_A,,,,,,,,,11,857,480,0.6677639383155397,0,138,0.2875,0.2710192994290752,0.3713292685864017,long_terminal_repeat,"Long terminal repeat (LTR); about 480 bp long, 9 copies per genome"
C2_09460C_A,,,,,,,gsf1,No,31,3434,3205,0.27306892453951276,3,357,0.1202020202020202,0.12020202020190802,0.1771612568181728,ORF|Uncharacterized,Predicted Gal4-like DNA-binding transcription factor; Spider biofilm induced
C2_09470C_A,PMS1,PMS1,,,0.9025,No,pms1,No,32,2328,2733,0.2339850278379367,4,361,0.13208927918038785,0.132089279179069,0.1818639250819398,ORF|Uncharacterized,Putative DNA mismatch repair factor; ortholog of S. cerevisiae PMS1 which is an ATP-binding protein involved in DNA mismatch repair
C2_09480W_A,,REV7,,,1.0023,,,,16,847,771,0.3903616406485706,17,178,0.23086900129701687,0.23010673304007837,0.29670777194090897,ORF|Uncharacterized,"Ortholog(s) have DNA-directed DNA polymerase activity, role in error-free translesion synthesis, error-prone translesion synthesis and mitochondrion, nuclear chromatin, zeta DNA polymerase complex localization"
C2_09490W_A,PHO13,,,,,,pho2,No,44,3779,966,0.8464785464410652,8,127,0.13146997929606624,0.13140804571028478,0.0,ORF|Uncharacterized,Putative 4-nitrophenylphosphatase; Hap43p-repressed gene; transcription is regulated upon yeast-hyphal switch
C2_09500W_A,,DUS1,,NaN,0.9970,,dus1,No,28,3854,1404,0.3801182489354532,11,145,0.10327635327635327,0.10327574360924047,0.21768608943208187,ORF|Uncharacterized,Predicted tRNA dihydrouridine synthase; Spider biofilm induced
C2_09510C_A,,SAL1,,No,1.0357,,SPBC12D12.05c,No,6,561,1719,0.06717996098963146,0,763,0.44386271087841767,0.44386259859506516,0.0,ORF|Uncharacterized,"Ortholog(s) have ATP:ADP antiporter activity, calcium ion binding activity, role in ADP transport, ATP transport, mitochondrial transport and mitochondrion localization"
C2_09520C_A,CCT2,CCT2,,No,,No,cct2,Yes,3,83,1581,0.034786648027310456,2,1080,0.683111954459203,0.6831112675732204,0.0,ORF|Uncharacterized,"Chaperonin of the cytosolic TCP1 ring complex; protein present in exponential and stationary-phase yeast cells, but higher amounts in stationary phase; GlcNAc-induced protein"
C2_09530W_A,EAP1,,,,,No,SPBPJ4664.02,No,48,6501,1962,0.4610107250745917,18,242,0.12334352701325178,0.12334352426632184,0.35900962280211024,ORF|Verified,"GPI-anchored cell wall adhesin; Efg1-regulated; mutant suppresses cell adhesion, filamentation, invasive growth defects of S. cerevisiae flo8 or flo11 mutant; biofilm induced; required for biofilm formation; Bcr1-repressed in a/a biofilms"
C2_09540W_A,,,,,,,,,2,122,148,0.2479742798891735,2,85,0.5743243243243243,0.21413810718498902,0.0,snoRNA|Uncharacterized,H/ACA box small nucleolar RNA (snoRNA)
C2_09550C_A,,,,,,,,,3,99,115,0.47728382999511476,5,44,0.3826086956521739,0.11456561505343645,0.0,snoRNA|Uncharacterized,C/D box small nucleolar RNA (snoRNA)
C2_09560C_A,,,,,,No,csn2,No,33,1946,2244,0.28433684794672587,0,329,0.14661319073083778,0.14661319053621494,0.24307563169922536,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_23640, C. parapsilosis CDC317 : CPAR2_406130, Candida tenuis NRRL Y-1498 : CANTEDRAFT_116273 and Debaryomyces hansenii CBS767 : DEHA2B11176g"
C2_09570C_A,,,,,,No,oca8,No,10,610,711,0.2728874662528089,3,148,0.20815752461322082,0.2069086071031398,0.21415175235628958,ORF|Uncharacterized,Has domain(s) with predicted heme binding activity
C2_09580W_A,AGE2,AGE2,,,0.9233,,SPAC824.09c,No,15,1700,1164,0.2352051942902458,0,349,0.29982817869415807,0.2998086692282116,0.20472037816637734,ORF|Uncharacterized,"Ortholog(s) have GTPase activator activity, role in ER to Golgi vesicle-mediated transport, intra-Golgi vesicle-mediated transport and Golgi apparatus, clathrin-coated vesicle localization"
C2_09590C_A,,PIC2,,Yes,1.0450,No,SPBC1703.13c,No,15,1579,1017,0.2788871490819097,8,234,0.23008849557522124,0.23002339481028622,0.2178365432687681,ORF|Uncharacterized,"Ortholog(s) have copper uptake transmembrane transporter activity, inorganic phosphate transmembrane transporter activity"
